name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,country,country_long,owner,commissioning_year,source,url,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,generation_gwh_latest
Treguff,GBR0002137,3.736465,51.4308,-3.4073,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.56,5.48,5.47,5.52,5.49,
Trehawke Barton (Doddycross) Solar Farm,GBR0002121,9.1,50.4359,-4.3788,solar,,,,GBR,United Kingdom,KS SPV20 Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,13.8,13.92,13.82,13.83,14.22,
Trelow Farm,GBR0001547,1.6,50.4899,-4.9298,solar,,,,GBR,United Kingdom,Low carbon Solar Partners,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.26,2.36,2.39,2.33,2.34,
Trench Farm,GBR0002079,7.2,52.9454,-2.9179,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.15,10.87,10.63,10.71,11.01,
Trenouth Farm,GBR0001563,3.6,50.4944,-4.962,solar,,,,GBR,United Kingdom,Low Carbon Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.19,5.46,5.53,5.42,5.45,
Trenoweth Solar Farm,GBR0001584,2.5,50.3973,-4.7489,solar,,,,GBR,United Kingdom,Kronos Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,3.66,3.77,3.63,3.72,3.74,
Trequite,GBR0002129,10.988,50.4263,-4.3656,solar,,,,GBR,United Kingdom,Elgin Energy EsCo,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,16.77,16.78,16.81,16.82,17.34,
Treswarrow Solar Park,GBR0001641,6.5,50.5679,-4.8498,solar,,,,GBR,United Kingdom,Richard Jones,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,9.8,10.17,9.83,10.12,10.28,
Trethosa Farm Solar Park,GBR0001896,4.8,50.3557,-4.8988,solar,,,,GBR,United Kingdom,Trethosa Solar Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.9,8.18,8.32,8.21,8.3,
Trevemper,GBR0001023,1.6999,50.3949,-5.0693,solar,,,,GBR,United Kingdom,The Green Company,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.35,2.46,2.47,2.44,2.46,
Triangle Solar Farm Park,GBR0005002,10.0,52.3285,0.3173,solar,,,,GBR,United Kingdom,Savills/ Cambridge County Council,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,15.1,15.1,14.83,14.89,15.17,
Trickey Warren,GBR0004860,4.63197,50.9269,-3.1381,solar,,,,GBR,United Kingdom,Anesco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.22,7.27,7.15,7.17,7.32,
Trident Park,GBR0000922,30.0,51.4726,-3.1506,waste,,,,GBR,United Kingdom,Viridor,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,29.05,
Trigon Solar Farm,GBR0001060,7.0,50.7108,-2.1739,solar,,,,GBR,United Kingdom,Trigon Solar Farm Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.56,10.94,10.62,10.63,11.11,
Trimdon,GBR0004690,5.2,54.7204,-1.4426,wind,,,,GBR,United Kingdom,Cumbria Wind Farms,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,13.1,
Trinity Hall Farm,GBR0000240,1.1,51.9188,-0.5656,biomass,,,,GBR,United Kingdom,Hallwick Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Troughton Farm,GBR0002080,30.0,51.9592,-2.1215,solar,,,,GBR,United Kingdom,Hive Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,41.82,42.4,43.21,43.37,44.08,
Trowbridge Sewage Treatment Works,GBR0006093,1.2,51.3279,-2.2182,waste,,,,GBR,United Kingdom,Wessex Water,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.16,
Trowle Common,GBR0004948,5.0,51.3265,-2.2331,solar,,,,GBR,United Kingdom,Low Carbon,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.64,7.48,7.56,7.62,7.61,
Trumps Farm (AD),GBR0000308,2.4,51.382,-0.5722,biomass,,,,GBR,United Kingdom,Agrivert,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Trumps Farm Landfill Scheme,GBR0000753,2.9,51.3853,-0.573,waste,,,,GBR,United Kingdom,Renewable Power Systems,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.8,
Trysglwyn,GBR0002567,5.6,53.3748,-4.3465,wind,,,,GBR,United Kingdom,RWE npower,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,14.11,
Tullo,GBR0003190,17.5,56.9639,-2.2108,wind,,,,GBR,United Kingdom,West Coast Energy (agents for Tullo Wind Ltd and GE Wind),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,44.11,
Tullo Wind Farm North Extension (Shiels Wind Farm),GBR0003818,7.5,56.844,-2.4101,wind,,,,GBR,United Kingdom,Eneco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,18.9,
Tullo Wind Farm South (Ext.),GBR0004422,10.0,56.8274,-2.4049,wind,,,,GBR,United Kingdom,Eneco,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,25.2,
Tully Quarry,GBR0006134,3.0,54.8371,-6.1986,biomass,,,,GBR,United Kingdom,Stream Bioenergy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Tullymurdoch Wind Farm,GBR0004599,14.4,56.6549,-3.3134,wind,,,,GBR,United Kingdom,Temporis Capital,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,36.3,
Tullynaskeagh,WKS0063782,5.1,54.303,-5.625,solar,,,,GBR,United Kingdom,,,Wiki-Solar,https://www.wiki-solar.org,,,,,,,,7.79,7.63,7.75,7.65,7.75,
Tummel,GBR1000409,34.0,56.7075,-4.021,hydro,,,,GBR,United Kingdom,Scottish and Southern: Hydro Schemes - Tummel,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,103.51,75.4,155.51,95.59,94.66,
Tump Solar Farm,GBR0001243,5.0,51.6451,-2.653,solar,,,,GBR,United Kingdom,Green Energy UK Direct,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.64,7.48,7.6,7.62,7.61,
Turncole,GBR0004067,17.5,51.6515,0.8678,wind,,,,GBR,United Kingdom,RES/ Aviva,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,44.11,
Turret water treatment works,GBR0000419,1.9,56.373,-3.8393,hydro,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,8.38,7.38,11.08,8.34,8.08,
Turves Solar Farm (Resubmission),GBR0001171,5.0,52.5303,-0.0262,solar,,,,GBR,United Kingdom,Abbey Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.62,7.46,7.55,7.58,7.61,
Turves/Burtnhouse Solar Farm extension,GBR0002171,4.7,52.5295,-0.0262,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.49,7.38,7.44,7.46,7.5,
Turweston Solar Farm,GBR0002081,16.7,52.0328,-1.1053,solar,,,,GBR,United Kingdom,INRG Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,24.44,24.91,25.24,25.44,25.71,
Tween Bridge,GBR0003928,44.0,53.6223,-0.9356,wind,,,,GBR,United Kingdom,E.ON Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,110.92,
Twemlows,GBR0004861,10.0,52.9379,-2.6436,solar,,,,GBR,United Kingdom,Sunsave 27 (Twemlows)/ Vogt solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,14.06,15.12,14.73,14.86,15.28,
Twin Elm Solar Farm,GBR0001208,1.0,51.358,-2.7959,solar,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.42,1.49,1.43,1.44,1.43,
Twin Rivers,GBR0003657,28.7,53.6082,-0.905,wind,,,,GBR,United Kingdom,NTR,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,72.35,
Twin Yards Solar Farm,GBR0005415,5.0,53.1188,-1.3214,solar,,,,GBR,United Kingdom,Global Renewable Construction,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.14,7.6,7.64,7.64,7.74,
Twinwoods Heat & Power CHP,GBR0000986,3.4,52.1926,-0.4911,waste,,,,GBR,United Kingdom,Growing Beds / Bioflame,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.29,
Tynemouth Energy Storage System (TESS),GBR2001165,25.0,55.026,-1.5031,storage,,,,GBR,United Kingdom,Enel (formerly Element Power),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Tyrone Energy 1,GBR0000122,2.1,54.8521,-7.4065,biomass,,,,GBR,United Kingdom,Mr Tim Traill,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Tyseley ERF,GBR0000816,30.0,52.4557,-1.8499,waste,,,,GBR,United Kingdom,Veolia,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,29.05,
Tythegston Landfill Site,GBR0000604,1.2,51.4964,-3.6566,waste,,,,GBR,United Kingdom,Renewable Power Generation Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.16,
UK Solar (Lower Newton) LLP,GBR0002032,11.929,52.9473,-2.0203,solar,,,,GBR,United Kingdom,Novus Solar Developments,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,17.13,18.24,17.95,17.95,18.48,
Ufton,GBR0000717,1.0,52.2477,-1.4434,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,0.96,
Ugley,GBR0000653,1.1,51.9341,0.2168,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.06,
Uisge Dubh Hydro,GBR0000444,2.0,57.3742,-5.3271,hydro,,,,GBR,United Kingdom,Gilkes Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,6.36,4.36,7.12,5.42,5.4,
Ulnes Walton Energy,GBR0000707,1.3,53.6767,-2.7675,waste,,,,GBR,United Kingdom,SITA UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.25,
United Mines Landfill Scheme,GBR0000611,3.0,50.239,-5.1778,waste,,,,GBR,United Kingdom,East Midlands Electricity Generation,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.9,
Upper Ardgrain Wind Farm,GBR0003524,2.4,57.4064,-2.0598,wind,,,,GBR,United Kingdom,Green Cat Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,6.05,
Upper Clayhill,GBR0001198,4.7492,50.9159,0.0554,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.48,7.47,7.57,7.57,7.69,
Upper Farm solar park,GBR0002082,12.0,51.1721,-1.0997,solar,,,,GBR,United Kingdom,Kronos Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,18.02,18.44,18.35,18.4,18.82,
Upper Holton Wind Farm,GBR0004097,11.5,52.3665,1.5311,wind,,,,GBR,United Kingdom,Temporis Wind,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,28.99,
Upper Huntingford Farm,GBR0002083,7.7,51.6436,-2.4065,solar,,,,GBR,United Kingdom,TGC Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,11.6,11.36,11.51,11.58,11.56,
Upper Meadowley Farm,GBR0002272,10.7,52.5295,-2.4909,solar,,,,GBR,United Kingdom,GDL Upper Meadowley,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,15.49,16.46,16.29,16.26,16.75,
Upper Pant-Ysgawen Farm/Crumlin,GBR0005381,4.9,51.6718,-3.1523,solar,,,,GBR,United Kingdom,Suncredit UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.29,7.17,7.26,7.28,7.27,
Upper Wheedlemont Farm,GBR2001043,1.7,57.3233,-2.8752,wind,,,,GBR,United Kingdom,J & A Wilson Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,4.28,
Upper Wick Solar Farm,GBR2001078,5.0,51.6668,-2.4082,solar,,,,GBR,United Kingdom,Upper Wick Solar Farm,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.64,7.48,7.6,7.62,7.61,
Uskmouth Power,GBR2000811,230.0,51.5491,-2.9705,coal,,,,GBR,United Kingdom,,,,,,,,,,,,,,,,349.36,
Uskmouth Power Station,GBR0006089,18.0,51.5485,-2.9492,biomass,,,,GBR,United Kingdom,SIMEC Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
VENTNOR ROAD SOLAR PARK,GBR0001096,4.8,50.642,-1.2043,solar,,,,GBR,United Kingdom,BNRG Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.97,8.18,7.99,8.39,8.28,
VPI Immingham,GBR1000517,1240.0,53.6366,-0.2395,cogeneration,,,,GBR,United Kingdom,VPI Immingham LLP,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,,,,,,,,,,,,,
Vantage Point,GBR0001513,1.4,51.8676,-2.4853,solar,,,,GBR,United Kingdom,Bee Green Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,1.88,1.96,1.95,1.96,1.96,
Verwood Solar Farm,GBR0002109,20.4,50.8652,-1.883,solar,,,,GBR,United Kingdom,Wirsol Solar UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,30.7,30.98,31.1,30.72,31.58,
Vine Farm Solar Park,GBR0002329,45.0,52.1112,-0.0691,solar,,,,GBR,United Kingdom,Allianz,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,64.84,63.46,63.47,63.65,65.2,
Vine Street EfW,GBR0000843,9.5,53.6565,-1.7775,waste,,,,GBR,United Kingdom,SITA UK,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,9.2,
Wadlow,GBR0003935,26.0,52.166,0.316,wind,,,,GBR,United Kingdom,DIF,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,65.54,
Waen Biogas (Waste AD),GBR0000318,1.0,53.2632,-3.4263,biomass,,,,GBR,United Kingdom,Ancala Bioenergy (formerly Biogen),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Walkers Wood Solar Park,GBR0002151,27.0,53.3124,-0.9997,solar,,,,GBR,United Kingdom,Solar century / Magnetar Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,37.47,39.05,38.66,38.77,39.88,
Walkway,GBR0003606,14.0,54.6636,-1.3969,wind,,,,GBR,United Kingdom,Wind Prospect,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,35.29,
Walland Farm,GBR0002336,5.0,50.9758,-4.3468,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.46,7.63,7.6,7.57,7.69,
Wallingford (Waste AD),GBR0000297,2.4,51.614,-1.1122,biomass,,,,GBR,United Kingdom,Agrivert,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Wally Corner Landfill Site,GBR0005551,7.0,51.6574,-1.1619,solar,,,,GBR,United Kingdom,SBC Renewables,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,10.52,10.28,10.29,10.47,10.49,
Walmoor Farm solar park,GBR0002128,4.0,53.3026,-0.9195,solar,,,,GBR,United Kingdom,Green Switch Solutions,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,5.73,5.88,5.93,5.94,6.02,
Walney 1,GBR0002500,184.0,54.0394,-3.5158,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,463.85,
Walney 2,GBR0002506,184.0,54.0807,-3.609,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,463.85,
Walney 3,GBR2001036,660.0,54.09,-3.74,wind,,,,GBR,United Kingdom,Orsted (formerly Dong Energy),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1663.83,
Walnut Yard (Phase 1),GBR0002084,1.8,52.7997,-1.3642,solar,,,,GBR,United Kingdom,Lark Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.36,2.48,2.5,2.5,2.47,
Walpole Landfill,GBR0000613,1.6,51.1839,-2.9829,waste,,,,GBR,United Kingdom,THOMAS GRAVESON LTD,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.54,
Walpole Landfill AD (Waste AD),GBR0000317,1.6,51.1839,-2.9829,biomass,,,,GBR,United Kingdom,Viridor,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,,
Waltham Point Distribution Centre,GBR0006114,1.8,51.6794,-0.0088,solar,,,,GBR,United Kingdom,Sainsbury's,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.48,2.52,2.48,2.49,2.47,
Walton,GBR0002388,1.78633,51.4041,-0.3977,solar,,,,GBR,United Kingdom,Thames Water,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,2.46,2.5,2.46,2.47,2.45,
Wambrook Farm,GBR0002226,4.1,50.8744,-2.9875,solar,,,,GBR,United Kingdom,Sunsave 19 (Wambrook)/ Vogt Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,6.01,6.04,5.97,5.98,6.09,
Wandylaw,GBR0004250,20.5,55.5196,-1.7642,wind,,,,GBR,United Kingdom,Blue Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,51.67,
Wapsey's Wood,GBR0000775,7.5,51.5902,-0.5963,waste,,,,GBR,United Kingdom,Veolia,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,7.26,
Wapsey's Wood II Landfill Site,GBR0000600,1.0,51.5905,-0.5954,waste,,,,GBR,United Kingdom,Leigh Environmental Ltd (Paul Blower 01753 888140),,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,0.96,
Wapsey's Wood III,GBR0000759,1.0,51.5896,-0.5954,waste,,,,GBR,United Kingdom,Summerleaze,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,0.96,
Wardlaw Wood,GBR0004691,18.0,55.7225,-4.7895,wind,,,,GBR,United Kingdom,Wind Prospect on land owned by Community Windpower Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,45.37,
Waresley Landfill Site,GBR0000654,1.6,52.3344,-2.2153,waste,,,,GBR,United Kingdom,Biffa,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.54,
Warleigh Barton Solar Farm,GBR0001583,5.0,50.4344,-4.1618,solar,,,,GBR,United Kingdom,Low Carbon Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.62,7.61,7.56,7.66,7.65,
Warren Quarry Landfill Gas Scheme,GBR0000534,1.9,52.5978,-1.2086,waste,,,,GBR,United Kingdom,Warren Energy Ltd,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,1.84,
Warrington Home Solar Scheme,GBR0001892,5.3,53.3873,-2.6029,solar,,,,GBR,United Kingdom,Warrington Council,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,7.53,8.09,7.73,7.97,8.24,
Watchfield Lawn,GBR0001681,10.2,51.2253,-2.9446,solar,,,,GBR,United Kingdom,Belltown Power,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,15.23,15.41,15.09,15.14,15.68,
Water Eaton Farm / Port Farm,GBR0002085,34.8,51.6433,-1.8178,solar,,,,GBR,United Kingdom,Foresight/ Vogt solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,50.47,49.66,50.36,50.5,50.95,
Waterditch Solar Farm,GBR0005315,18.0,50.7592,-1.7518,solar,,,,GBR,United Kingdom,New Forest Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,27.22,27.71,27.75,27.83,28.16,
Waterloo solar park,GBR0001769,14.6,52.1493,-0.2563,solar,,,,GBR,United Kingdom,Lightsource Renewable Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,22.26,21.87,21.9,22.16,22.45,
Watford Lodge,GBR0004424,12.5,52.3265,-1.1069,wind,,,,GBR,United Kingdom,Broadview Energy,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,31.51,
Wathegar 2 Wind Farm,GBR0004425,18.5,58.4352,-3.2159,wind,,,,GBR,United Kingdom,BayWa r.e.,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,46.63,
Wathegar wind farm,GBR0003757,10.0,58.4393,-3.2257,wind,,,,GBR,United Kingdom,Mr Danny Miller,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,25.2,
Watnall,WKS0065639,17.0,53.0164,-1.2319,solar,,,,GBR,United Kingdom,,,Wiki-Solar,https://www.wiki-solar.org,,,,,,,,24.58,25.69,25.74,25.74,26.43,
Waverley Wood II,GBR0000540,2.4,52.3395,-1.4716,waste,,,,GBR,United Kingdom,ENERGY DEVELOPMENTS (UK) LTD,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,2.32,
Wear Point,GBR0004661,8.2,51.7021,-4.9965,wind,,,,GBR,United Kingdom,John Laing,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,20.67,
Weddington Farm,GBR2001102,2.1,52.2176,-1.4083,solar,,,,GBR,United Kingdom,Green Switch Solutions/Belvedere Energy Developments - Liquidated,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,3.03,3.05,3.06,3.06,3.06,
Wedgehill Farm,GBR0002086,13.0,50.8613,-1.9008,solar,,,,GBR,United Kingdom,Orta Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,19.52,19.71,19.79,19.81,20.1,
Week Farm Solar Park,GBR0001659,3.3,50.9517,-4.1195,solar,,,,GBR,United Kingdom,,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,4.83,4.88,4.91,4.86,4.86,
Welbeck,GBR0002260,11.2608,53.2406,-1.108,solar,,,,GBR,United Kingdom,Solar century / Magnetar Solar,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,16.4,17.13,17.19,17.23,17.53,
Welbeck Colliery,GBR0002283,9.6,53.2239,-1.1377,solar,,,,GBR,United Kingdom,Re-Fin Solar Limited,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,13.62,14.47,14.51,14.55,14.77,
Weldon Phase 1 and 2,GBR0000538,4.0,52.4866,-0.6422,waste,,,,GBR,United Kingdom,Waste Recycling Group,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,,,,,,,,,,,,3.87,
